areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
nation,Wales,W92000004,2021-05-23,21,212567
nation,Wales,W92000004,2021-05-22,35,212546
nation,Wales,W92000004,2021-05-21,51,212511
nation,Wales,W92000004,2021-05-20,47,212460
nation,Wales,W92000004,2021-05-19,35,212413
nation,Wales,W92000004,2021-05-18,45,212378
nation,Wales,W92000004,2021-05-17,50,212333
nation,Wales,W92000004,2021-05-16,31,212283
nation,Wales,W92000004,2021-05-15,27,212252
nation,Wales,W92000004,2021-05-14,44,212225
nation,Wales,W92000004,2021-05-13,37,212181
nation,Wales,W92000004,2021-05-12,61,212144
nation,Wales,W92000004,2021-05-11,65,212083
nation,Wales,W92000004,2021-05-10,42,212018
nation,Wales,W92000004,2021-05-09,30,211976
nation,Wales,W92000004,2021-05-08,31,211946
nation,Wales,W92000004,2021-05-07,39,211915
nation,Wales,W92000004,2021-05-06,65,211876
nation,Wales,W92000004,2021-05-05,45,211811
nation,Wales,W92000004,2021-05-04,56,211766
nation,Wales,W92000004,2021-05-03,27,211710
nation,Wales,W92000004,2021-05-02,27,211683
nation,Wales,W92000004,2021-05-01,32,211656
nation,Wales,W92000004,2021-04-30,34,211624
nation,Wales,W92000004,2021-04-29,55,211590
nation,Wales,W92000004,2021-04-28,48,211535
nation,Wales,W92000004,2021-04-27,60,211487
nation,Wales,W92000004,2021-04-26,56,211427
nation,Wales,W92000004,2021-04-25,32,211371
nation,Wales,W92000004,2021-04-24,38,211339
nation,Wales,W92000004,2021-04-23,48,211301
nation,Wales,W92000004,2021-04-22,55,211253
nation,Wales,W92000004,2021-04-21,63,211198
nation,Wales,W92000004,2021-04-20,57,211135
nation,Wales,W92000004,2021-04-19,74,211078
nation,Wales,W92000004,2021-04-18,54,211004
nation,Wales,W92000004,2021-04-17,38,210950
nation,Wales,W92000004,2021-04-16,60,210912
nation,Wales,W92000004,2021-04-15,71,210852
nation,Wales,W92000004,2021-04-14,79,210781
nation,Wales,W92000004,2021-04-13,64,210702
nation,Wales,W92000004,2021-04-12,107,210638
nation,Wales,W92000004,2021-04-11,54,210531
nation,Wales,W92000004,2021-04-10,51,210477
nation,Wales,W92000004,2021-04-09,72,210426
nation,Wales,W92000004,2021-04-08,90,210354
nation,Wales,W92000004,2021-04-07,105,210264
nation,Wales,W92000004,2021-04-06,105,210159
nation,Wales,W92000004,2021-04-05,72,210054
nation,Wales,W92000004,2021-04-04,76,209982
nation,Wales,W92000004,2021-04-03,58,209906
nation,Wales,W92000004,2021-04-02,63,209848
nation,Wales,W92000004,2021-04-01,94,209785
nation,Wales,W92000004,2021-03-31,108,209691
nation,Wales,W92000004,2021-03-30,137,209583
nation,Wales,W92000004,2021-03-29,123,209446
nation,Wales,W92000004,2021-03-28,103,209323
nation,Wales,W92000004,2021-03-27,87,209220
nation,Wales,W92000004,2021-03-26,152,209133
nation,Wales,W92000004,2021-03-25,199,208981
nation,Wales,W92000004,2021-03-24,190,208782
nation,Wales,W92000004,2021-03-23,163,208592
nation,Wales,W92000004,2021-03-22,198,208429
nation,Wales,W92000004,2021-03-21,139,208231
nation,Wales,W92000004,2021-03-20,152,208092
nation,Wales,W92000004,2021-03-19,177,207940
nation,Wales,W92000004,2021-03-18,219,207763
nation,Wales,W92000004,2021-03-17,183,207544
nation,Wales,W92000004,2021-03-16,183,207361
nation,Wales,W92000004,2021-03-15,196,207178
nation,Wales,W92000004,2021-03-14,158,206982
nation,Wales,W92000004,2021-03-13,190,206824
nation,Wales,W92000004,2021-03-12,206,206634
nation,Wales,W92000004,2021-03-11,228,206428
nation,Wales,W92000004,2021-03-10,202,206200
nation,Wales,W92000004,2021-03-09,165,205998
nation,Wales,W92000004,2021-03-08,258,205833
nation,Wales,W92000004,2021-03-07,146,205575
nation,Wales,W92000004,2021-03-06,169,205429
nation,Wales,W92000004,2021-03-05,131,205260
nation,Wales,W92000004,2021-03-04,199,205129
nation,Wales,W92000004,2021-03-03,209,204930
nation,Wales,W92000004,2021-03-02,237,204721
nation,Wales,W92000004,2021-03-01,244,204484
nation,Wales,W92000004,2021-02-28,207,204240
nation,Wales,W92000004,2021-02-27,139,204033
nation,Wales,W92000004,2021-02-26,202,203894
nation,Wales,W92000004,2021-02-25,225,203692
nation,Wales,W92000004,2021-02-24,264,203467
nation,Wales,W92000004,2021-02-23,288,203203
nation,Wales,W92000004,2021-02-22,336,202915
nation,Wales,W92000004,2021-02-21,273,202579
nation,Wales,W92000004,2021-02-20,267,202306
nation,Wales,W92000004,2021-02-19,310,202039
nation,Wales,W92000004,2021-02-18,343,201729
nation,Wales,W92000004,2021-02-17,373,201386
nation,Wales,W92000004,2021-02-16,442,201013
nation,Wales,W92000004,2021-02-15,453,200571
nation,Wales,W92000004,2021-02-14,289,200118
nation,Wales,W92000004,2021-02-13,282,199829
nation,Wales,W92000004,2021-02-12,407,199547
nation,Wales,W92000004,2021-02-11,377,199140
nation,Wales,W92000004,2021-02-10,450,198763
nation,Wales,W92000004,2021-02-09,464,198313
nation,Wales,W92000004,2021-02-08,492,197849
nation,Wales,W92000004,2021-02-07,284,197357
nation,Wales,W92000004,2021-02-06,359,197073
nation,Wales,W92000004,2021-02-05,501,196714
nation,Wales,W92000004,2021-02-04,501,196213
nation,Wales,W92000004,2021-02-03,583,195712
nation,Wales,W92000004,2021-02-02,599,195129
nation,Wales,W92000004,2021-02-01,612,194530
nation,Wales,W92000004,2021-01-31,460,193918
nation,Wales,W92000004,2021-01-30,486,193458
nation,Wales,W92000004,2021-01-29,598,192972
nation,Wales,W92000004,2021-01-28,658,192374
nation,Wales,W92000004,2021-01-27,704,191716
nation,Wales,W92000004,2021-01-26,731,191012
nation,Wales,W92000004,2021-01-25,846,190281
nation,Wales,W92000004,2021-01-24,396,189435
nation,Wales,W92000004,2021-01-23,541,189039
nation,Wales,W92000004,2021-01-22,772,188498
nation,Wales,W92000004,2021-01-21,909,187726
nation,Wales,W92000004,2021-01-20,971,186817
nation,Wales,W92000004,2021-01-19,1081,185846
nation,Wales,W92000004,2021-01-18,1397,184765
nation,Wales,W92000004,2021-01-17,825,183368
nation,Wales,W92000004,2021-01-16,1005,182543
nation,Wales,W92000004,2021-01-15,1212,181538
nation,Wales,W92000004,2021-01-14,1311,180326
nation,Wales,W92000004,2021-01-13,1463,179015
nation,Wales,W92000004,2021-01-12,1601,177552
nation,Wales,W92000004,2021-01-11,1735,175951
nation,Wales,W92000004,2021-01-10,1178,174216
nation,Wales,W92000004,2021-01-09,1142,173038
nation,Wales,W92000004,2021-01-08,1596,171896
nation,Wales,W92000004,2021-01-07,1663,170300
nation,Wales,W92000004,2021-01-06,1990,168637
nation,Wales,W92000004,2021-01-05,2383,166647
nation,Wales,W92000004,2021-01-04,2658,164264
nation,Wales,W92000004,2021-01-03,1809,161606
nation,Wales,W92000004,2021-01-02,2087,159797
nation,Wales,W92000004,2021-01-01,1211,157710
nation,Wales,W92000004,2020-12-31,2010,156499
nation,Wales,W92000004,2020-12-30,2699,154489
nation,Wales,W92000004,2020-12-29,3563,151790
nation,Wales,W92000004,2020-12-28,2356,148227
nation,Wales,W92000004,2020-12-27,2496,145871
nation,Wales,W92000004,2020-12-26,1893,143375
nation,Wales,W92000004,2020-12-25,643,141482
nation,Wales,W92000004,2020-12-24,1473,140839
nation,Wales,W92000004,2020-12-23,2443,139366
nation,Wales,W92000004,2020-12-22,2705,136923
nation,Wales,W92000004,2020-12-21,2744,134218
nation,Wales,W92000004,2020-12-20,2208,131474
nation,Wales,W92000004,2020-12-19,2170,129266
nation,Wales,W92000004,2020-12-18,2537,127096
nation,Wales,W92000004,2020-12-17,2776,124559
nation,Wales,W92000004,2020-12-16,3141,121783
nation,Wales,W92000004,2020-12-15,3181,118642
nation,Wales,W92000004,2020-12-14,3539,115461
nation,Wales,W92000004,2020-12-13,2733,111922
nation,Wales,W92000004,2020-12-12,2285,109189
nation,Wales,W92000004,2020-12-11,2812,106904
nation,Wales,W92000004,2020-12-10,2664,104092
nation,Wales,W92000004,2020-12-09,2692,101428
nation,Wales,W92000004,2020-12-08,2602,98736
nation,Wales,W92000004,2020-12-07,2511,96134
nation,Wales,W92000004,2020-12-06,1697,93623
nation,Wales,W92000004,2020-12-05,1533,91926
nation,Wales,W92000004,2020-12-04,1698,90393
nation,Wales,W92000004,2020-12-03,1806,88695
nation,Wales,W92000004,2020-12-02,1644,86889
nation,Wales,W92000004,2020-12-01,1611,85245
nation,Wales,W92000004,2020-11-30,1505,83634
nation,Wales,W92000004,2020-11-29,966,82129
nation,Wales,W92000004,2020-11-28,844,81163
nation,Wales,W92000004,2020-11-27,1035,80319
nation,Wales,W92000004,2020-11-26,1159,79284
nation,Wales,W92000004,2020-11-25,1337,78125
nation,Wales,W92000004,2020-11-24,1093,76788
nation,Wales,W92000004,2020-11-23,1031,75695
nation,Wales,W92000004,2020-11-22,717,74664
nation,Wales,W92000004,2020-11-21,680,73947
nation,Wales,W92000004,2020-11-20,936,73267
nation,Wales,W92000004,2020-11-19,920,72331
nation,Wales,W92000004,2020-11-18,987,71411
nation,Wales,W92000004,2020-11-17,1040,70424
nation,Wales,W92000004,2020-11-16,993,69384
nation,Wales,W92000004,2020-11-15,628,68391
nation,Wales,W92000004,2020-11-14,628,67763
nation,Wales,W92000004,2020-11-13,859,67135
nation,Wales,W92000004,2020-11-12,772,66276
nation,Wales,W92000004,2020-11-11,855,65504
nation,Wales,W92000004,2020-11-10,963,64649
nation,Wales,W92000004,2020-11-09,1011,63686
nation,Wales,W92000004,2020-11-08,696,62675
nation,Wales,W92000004,2020-11-07,605,61979
nation,Wales,W92000004,2020-11-06,877,61374
nation,Wales,W92000004,2020-11-05,1017,60497
nation,Wales,W92000004,2020-11-04,1094,59480
nation,Wales,W92000004,2020-11-03,1234,58386
nation,Wales,W92000004,2020-11-02,1410,57152
nation,Wales,W92000004,2020-11-01,948,55742
nation,Wales,W92000004,2020-10-31,879,54794
nation,Wales,W92000004,2020-10-30,1241,53915
nation,Wales,W92000004,2020-10-29,1583,52674
nation,Wales,W92000004,2020-10-28,1357,51091
nation,Wales,W92000004,2020-10-27,1478,49734
nation,Wales,W92000004,2020-10-26,1556,48256
nation,Wales,W92000004,2020-10-25,940,46700
nation,Wales,W92000004,2020-10-24,1025,45760
nation,Wales,W92000004,2020-10-23,1197,44735
nation,Wales,W92000004,2020-10-22,1056,43538
nation,Wales,W92000004,2020-10-21,1266,42482
nation,Wales,W92000004,2020-10-20,1237,41216
nation,Wales,W92000004,2020-10-19,1111,39979
nation,Wales,W92000004,2020-10-18,716,38868
nation,Wales,W92000004,2020-10-17,708,38152
nation,Wales,W92000004,2020-10-16,952,37444
nation,Wales,W92000004,2020-10-15,791,36492
nation,Wales,W92000004,2020-10-14,904,35701
nation,Wales,W92000004,2020-10-13,952,34797
nation,Wales,W92000004,2020-10-12,782,33845
nation,Wales,W92000004,2020-10-11,626,33063
nation,Wales,W92000004,2020-10-10,619,32437
nation,Wales,W92000004,2020-10-09,782,31818
nation,Wales,W92000004,2020-10-08,827,31036
nation,Wales,W92000004,2020-10-07,851,30209
nation,Wales,W92000004,2020-10-06,771,29358
nation,Wales,W92000004,2020-10-05,703,28587
nation,Wales,W92000004,2020-10-04,614,27884
nation,Wales,W92000004,2020-10-03,518,27270
nation,Wales,W92000004,2020-10-02,601,26752
nation,Wales,W92000004,2020-10-01,627,26151
nation,Wales,W92000004,2020-09-30,601,25524
nation,Wales,W92000004,2020-09-29,466,24923
nation,Wales,W92000004,2020-09-28,426,24457
nation,Wales,W92000004,2020-09-27,317,24031
nation,Wales,W92000004,2020-09-26,403,23714
nation,Wales,W92000004,2020-09-25,385,23311
nation,Wales,W92000004,2020-09-24,316,22926
nation,Wales,W92000004,2020-09-23,378,22610
nation,Wales,W92000004,2020-09-22,379,22232
nation,Wales,W92000004,2020-09-21,313,21853
nation,Wales,W92000004,2020-09-20,252,21540
nation,Wales,W92000004,2020-09-19,280,21288
nation,Wales,W92000004,2020-09-18,246,21008
nation,Wales,W92000004,2020-09-17,261,20762
nation,Wales,W92000004,2020-09-16,207,20501
nation,Wales,W92000004,2020-09-15,164,20294
nation,Wales,W92000004,2020-09-14,191,20130
nation,Wales,W92000004,2020-09-13,164,19939
nation,Wales,W92000004,2020-09-12,140,19775
nation,Wales,W92000004,2020-09-11,145,19635
nation,Wales,W92000004,2020-09-10,186,19490
nation,Wales,W92000004,2020-09-09,158,19304
nation,Wales,W92000004,2020-09-08,143,19146
nation,Wales,W92000004,2020-09-07,159,19003
nation,Wales,W92000004,2020-09-06,131,18844
nation,Wales,W92000004,2020-09-05,128,18713
nation,Wales,W92000004,2020-09-04,149,18585
nation,Wales,W92000004,2020-09-03,125,18436
nation,Wales,W92000004,2020-09-02,95,18311
nation,Wales,W92000004,2020-09-01,57,18216
nation,Wales,W92000004,2020-08-31,44,18159
nation,Wales,W92000004,2020-08-30,46,18115
nation,Wales,W92000004,2020-08-29,44,18069
nation,Wales,W92000004,2020-08-28,52,18025
nation,Wales,W92000004,2020-08-27,50,17973
nation,Wales,W92000004,2020-08-26,44,17923
nation,Wales,W92000004,2020-08-25,50,17879
nation,Wales,W92000004,2020-08-24,36,17829
nation,Wales,W92000004,2020-08-23,11,17793
nation,Wales,W92000004,2020-08-22,19,17782
nation,Wales,W92000004,2020-08-21,22,17763
nation,Wales,W92000004,2020-08-20,31,17741
nation,Wales,W92000004,2020-08-19,35,17710
nation,Wales,W92000004,2020-08-18,38,17675
nation,Wales,W92000004,2020-08-17,19,17637
nation,Wales,W92000004,2020-08-16,18,17618
nation,Wales,W92000004,2020-08-15,10,17600
nation,Wales,W92000004,2020-08-14,17,17590
nation,Wales,W92000004,2020-08-13,17,17573
nation,Wales,W92000004,2020-08-12,24,17556
nation,Wales,W92000004,2020-08-11,27,17532
nation,Wales,W92000004,2020-08-10,19,17505
nation,Wales,W92000004,2020-08-09,8,17486
nation,Wales,W92000004,2020-08-08,5,17478
nation,Wales,W92000004,2020-08-07,15,17473
nation,Wales,W92000004,2020-08-06,22,17458
nation,Wales,W92000004,2020-08-05,22,17436
nation,Wales,W92000004,2020-08-04,24,17414
nation,Wales,W92000004,2020-08-03,22,17390
nation,Wales,W92000004,2020-08-02,14,17368
nation,Wales,W92000004,2020-08-01,16,17354
nation,Wales,W92000004,2020-07-31,16,17338
nation,Wales,W92000004,2020-07-30,30,17322
nation,Wales,W92000004,2020-07-29,27,17292
nation,Wales,W92000004,2020-07-28,27,17265
nation,Wales,W92000004,2020-07-27,23,17238
nation,Wales,W92000004,2020-07-26,35,17215
nation,Wales,W92000004,2020-07-25,24,17180
nation,Wales,W92000004,2020-07-24,30,17156
nation,Wales,W92000004,2020-07-23,31,17126
nation,Wales,W92000004,2020-07-22,25,17095
nation,Wales,W92000004,2020-07-21,61,17070
nation,Wales,W92000004,2020-07-20,43,17009
nation,Wales,W92000004,2020-07-19,10,16966
nation,Wales,W92000004,2020-07-18,11,16956
nation,Wales,W92000004,2020-07-17,17,16945
nation,Wales,W92000004,2020-07-16,25,16928
nation,Wales,W92000004,2020-07-15,18,16903
nation,Wales,W92000004,2020-07-14,23,16885
nation,Wales,W92000004,2020-07-13,24,16862
nation,Wales,W92000004,2020-07-12,10,16838
nation,Wales,W92000004,2020-07-11,12,16828
nation,Wales,W92000004,2020-07-10,29,16816
nation,Wales,W92000004,2020-07-09,22,16787
nation,Wales,W92000004,2020-07-08,14,16765
nation,Wales,W92000004,2020-07-07,29,16751
nation,Wales,W92000004,2020-07-06,35,16722
nation,Wales,W92000004,2020-07-05,12,16687
nation,Wales,W92000004,2020-07-04,9,16675
nation,Wales,W92000004,2020-07-03,19,16666
nation,Wales,W92000004,2020-07-02,28,16647
nation,Wales,W92000004,2020-07-01,27,16619
nation,Wales,W92000004,2020-06-30,35,16592
nation,Wales,W92000004,2020-06-29,43,16557
nation,Wales,W92000004,2020-06-28,28,16514
nation,Wales,W92000004,2020-06-27,140,16486
nation,Wales,W92000004,2020-06-26,19,16346
nation,Wales,W92000004,2020-06-25,60,16327
nation,Wales,W92000004,2020-06-24,37,16267
nation,Wales,W92000004,2020-06-23,131,16230
nation,Wales,W92000004,2020-06-22,66,16099
nation,Wales,W92000004,2020-06-21,76,16033
nation,Wales,W92000004,2020-06-20,47,15957
nation,Wales,W92000004,2020-06-19,140,15910
nation,Wales,W92000004,2020-06-18,62,15770
nation,Wales,W92000004,2020-06-17,64,15708
nation,Wales,W92000004,2020-06-16,82,15644
nation,Wales,W92000004,2020-06-15,66,15562
nation,Wales,W92000004,2020-06-14,54,15496
nation,Wales,W92000004,2020-06-13,70,15442
nation,Wales,W92000004,2020-06-12,75,15372
nation,Wales,W92000004,2020-06-11,66,15297
nation,Wales,W92000004,2020-06-10,67,15231
nation,Wales,W92000004,2020-06-09,62,15164
nation,Wales,W92000004,2020-06-08,74,15102
nation,Wales,W92000004,2020-06-07,34,15028
nation,Wales,W92000004,2020-06-06,53,14994
nation,Wales,W92000004,2020-06-05,55,14941
nation,Wales,W92000004,2020-06-04,60,14886
nation,Wales,W92000004,2020-06-03,75,14826
nation,Wales,W92000004,2020-06-02,73,14751
nation,Wales,W92000004,2020-06-01,64,14678
nation,Wales,W92000004,2020-05-31,46,14614
nation,Wales,W92000004,2020-05-30,70,14568
nation,Wales,W92000004,2020-05-29,106,14498
nation,Wales,W92000004,2020-05-28,102,14392
nation,Wales,W92000004,2020-05-27,118,14290
nation,Wales,W92000004,2020-05-26,102,14172
nation,Wales,W92000004,2020-05-25,105,14070
nation,Wales,W92000004,2020-05-24,82,13965
nation,Wales,W92000004,2020-05-23,122,13883
nation,Wales,W92000004,2020-05-22,137,13761
nation,Wales,W92000004,2020-05-21,132,13624
nation,Wales,W92000004,2020-05-20,166,13492
nation,Wales,W92000004,2020-05-19,213,13326
nation,Wales,W92000004,2020-05-18,168,13113
nation,Wales,W92000004,2020-05-17,118,12945
nation,Wales,W92000004,2020-05-16,166,12827
nation,Wales,W92000004,2020-05-15,179,12661
nation,Wales,W92000004,2020-05-14,132,12482
nation,Wales,W92000004,2020-05-13,153,12350
nation,Wales,W92000004,2020-05-12,150,12197
nation,Wales,W92000004,2020-05-11,178,12047
nation,Wales,W92000004,2020-05-10,107,11869
nation,Wales,W92000004,2020-05-09,136,11762
nation,Wales,W92000004,2020-05-08,115,11626
nation,Wales,W92000004,2020-05-07,176,11511
nation,Wales,W92000004,2020-05-06,171,11335
nation,Wales,W92000004,2020-05-05,175,11164
nation,Wales,W92000004,2020-05-04,139,10989
nation,Wales,W92000004,2020-05-03,105,10850
nation,Wales,W92000004,2020-05-02,179,10745
nation,Wales,W92000004,2020-05-01,176,10566
nation,Wales,W92000004,2020-04-30,200,10390
nation,Wales,W92000004,2020-04-29,176,10190
nation,Wales,W92000004,2020-04-28,153,10014
nation,Wales,W92000004,2020-04-27,172,9861
nation,Wales,W92000004,2020-04-26,121,9689
nation,Wales,W92000004,2020-04-25,136,9568
nation,Wales,W92000004,2020-04-24,213,9432
nation,Wales,W92000004,2020-04-23,201,9219
nation,Wales,W92000004,2020-04-22,253,9018
nation,Wales,W92000004,2020-04-21,259,8765
nation,Wales,W92000004,2020-04-20,281,8506
nation,Wales,W92000004,2020-04-19,181,8225
nation,Wales,W92000004,2020-04-18,247,8044
nation,Wales,W92000004,2020-04-17,324,7797
nation,Wales,W92000004,2020-04-16,363,7473
nation,Wales,W92000004,2020-04-15,361,7110
nation,Wales,W92000004,2020-04-14,317,6749
nation,Wales,W92000004,2020-04-13,273,6432
nation,Wales,W92000004,2020-04-12,247,6159
nation,Wales,W92000004,2020-04-11,247,5912
nation,Wales,W92000004,2020-04-10,308,5665
nation,Wales,W92000004,2020-04-09,391,5357
nation,Wales,W92000004,2020-04-08,386,4966
nation,Wales,W92000004,2020-04-07,386,4580
nation,Wales,W92000004,2020-04-06,383,4194
nation,Wales,W92000004,2020-04-05,223,3811
nation,Wales,W92000004,2020-04-04,282,3588
nation,Wales,W92000004,2020-04-03,330,3306
nation,Wales,W92000004,2020-04-02,336,2976
nation,Wales,W92000004,2020-04-01,327,2640
nation,Wales,W92000004,2020-03-31,277,2313
nation,Wales,W92000004,2020-03-30,343,2036
nation,Wales,W92000004,2020-03-29,159,1693
nation,Wales,W92000004,2020-03-28,167,1534
nation,Wales,W92000004,2020-03-27,193,1367
nation,Wales,W92000004,2020-03-26,177,1174
nation,Wales,W92000004,2020-03-25,190,997
nation,Wales,W92000004,2020-03-24,141,807
nation,Wales,W92000004,2020-03-23,133,666
nation,Wales,W92000004,2020-03-22,76,533
nation,Wales,W92000004,2020-03-21,75,457
nation,Wales,W92000004,2020-03-20,73,382
nation,Wales,W92000004,2020-03-19,60,309
nation,Wales,W92000004,2020-03-18,36,249
nation,Wales,W92000004,2020-03-17,37,213
nation,Wales,W92000004,2020-03-16,37,176
nation,Wales,W92000004,2020-03-15,32,139
nation,Wales,W92000004,2020-03-14,19,107
nation,Wales,W92000004,2020-03-13,28,88
nation,Wales,W92000004,2020-03-12,25,60
nation,Wales,W92000004,2020-03-11,15,35
nation,Wales,W92000004,2020-03-10,12,20
nation,Wales,W92000004,2020-03-09,3,8
nation,Wales,W92000004,2020-03-08,1,5
nation,Wales,W92000004,2020-03-07,2,4
nation,Wales,W92000004,2020-03-06,0,2
nation,Wales,W92000004,2020-03-05,0,2
nation,Wales,W92000004,2020-03-04,1,2
nation,Wales,W92000004,2020-03-03,0,1
nation,Wales,W92000004,2020-03-02,0,1
nation,Wales,W92000004,2020-03-01,0,1
nation,Wales,W92000004,2020-02-29,0,1
nation,Wales,W92000004,2020-02-28,0,1
nation,Wales,W92000004,2020-02-27,1,1
