Entity,Code,Day,people_fully_vaccinated_per_hundred
South Carolina,,2021-05-01,27.77
South Carolina,,2021-05-02,28.13
South Carolina,,2021-05-03,28.35
South Carolina,,2021-05-04,28.39
South Carolina,,2021-05-05,28.54
South Carolina,,2021-05-06,28.91
South Carolina,,2021-05-07,29.33
South Carolina,,2021-05-08,29.66
South Carolina,,2021-05-09,30.02
South Carolina,,2021-05-10,30.34
South Carolina,,2021-05-11,30.52
South Carolina,,2021-05-12,30.69
South Carolina,,2021-05-13,30.92
South Carolina,,2021-05-14,31.12
South Carolina,,2021-05-15,31.39
South Carolina,,2021-05-16,31.64
South Carolina,,2021-05-17,31.79
South Carolina,,2021-05-18,31.88
South Carolina,,2021-05-19,31.97
South Carolina,,2021-05-20,32.19
South Carolina,,2021-05-21,32.38
South Carolina,,2021-05-22,32.62
South Carolina,,2021-05-23,32.77
South Carolina,,2021-05-24,32.9
South Carolina,,2021-05-25,32.94
South Carolina,,2021-05-26,33.04
South Carolina,,2021-05-27,33.22
South Carolina,,2021-05-28,33.38
South Carolina,,2021-05-29,33.54
South Carolina,,2021-05-30,33.69
South Carolina,,2021-06-01,33.83
South Carolina,,2021-06-02,33.9
South Carolina,,2021-06-03,34
South Carolina,,2021-06-04,34.44
South Carolina,,2021-06-05,34.6
South Carolina,,2021-06-06,34.76
South Carolina,,2021-06-07,34.89
South Carolina,,2021-06-08,35.05
South Carolina,,2021-06-09,35.16
South Carolina,,2021-06-10,35.32
South Carolina,,2021-06-11,35.32
South Carolina,,2021-06-12,35.54
South Carolina,,2021-06-13,35.83
South Carolina,,2021-06-14,35.98
South Carolina,,2021-06-15,36.12
South Carolina,,2021-06-16,36.28
South Carolina,,2021-06-17,36.47
South Carolina,,2021-06-18,36.6
South Carolina,,2021-06-19,36.75
South Carolina,,2021-06-20,36.87
South Carolina,,2021-06-21,37
South Carolina,,2021-06-22,37.06
South Carolina,,2021-06-23,37.42
South Carolina,,2021-06-24,37.52
South Carolina,,2021-06-25,37.63
South Carolina,,2021-06-26,37.77
South Carolina,,2021-06-27,38.2
South Carolina,,2021-06-28,38.49
South Carolina,,2021-06-29,38.55
South Carolina,,2021-06-30,38.69
South Carolina,,2021-07-01,38.78
South Carolina,,2021-07-02,38.87
South Carolina,,2021-07-03,38.95
South Carolina,,2021-07-04,39.04
South Carolina,,2021-07-06,39.13
South Carolina,,2021-07-07,39.15
South Carolina,,2021-07-08,39.23
South Carolina,,2021-07-09,39.3
South Carolina,,2021-07-10,39.37
South Carolina,,2021-07-11,39.47
South Carolina,,2021-07-12,39.53
South Carolina,,2021-07-13,39.57
South Carolina,,2021-07-14,39.59
South Carolina,,2021-07-15,39.66
South Carolina,,2021-07-16,39.73
South Carolina,,2021-07-17,39.79
South Carolina,,2021-07-18,39.86
South Carolina,,2021-07-19,39.92
South Carolina,,2021-07-20,39.96
South Carolina,,2021-07-21,40.01
South Carolina,,2021-07-22,40.09
South Carolina,,2021-07-23,40.15
South Carolina,,2021-07-24,40.21
South Carolina,,2021-07-25,40.29
South Carolina,,2021-07-26,40.34
South Carolina,,2021-07-27,40.38
South Carolina,,2021-07-28,40.42
South Dakota,,2021-01-12,0.83
South Dakota,,2021-01-13,0.9
South Dakota,,2021-01-15,1.09
South Dakota,,2021-01-19,1.11
South Dakota,,2021-01-20,1.12
South Dakota,,2021-01-21,1.22
South Dakota,,2021-01-22,1.56
South Dakota,,2021-01-23,1.83
South Dakota,,2021-01-24,1.95
South Dakota,,2021-01-25,2.09
South Dakota,,2021-01-26,2.12
South Dakota,,2021-01-27,2.47
South Dakota,,2021-01-28,2.77
South Dakota,,2021-01-29,3.01
South Dakota,,2021-01-30,3.23
South Dakota,,2021-01-31,3.32
South Dakota,,2021-02-01,3.45
South Dakota,,2021-02-02,3.48
South Dakota,,2021-02-03,3.6
South Dakota,,2021-02-04,3.83
South Dakota,,2021-02-05,4.02
South Dakota,,2021-02-06,4.37
South Dakota,,2021-02-07,4.49
South Dakota,,2021-02-08,4.56
South Dakota,,2021-02-09,4.57
South Dakota,,2021-02-10,4.7
South Dakota,,2021-02-11,4.95
South Dakota,,2021-02-12,5.14
South Dakota,,2021-02-13,5.5
South Dakota,,2021-02-14,5.68
South Dakota,,2021-02-16,5.84
South Dakota,,2021-02-17,5.92
South Dakota,,2021-02-18,6.17
South Dakota,,2021-02-19,7.81
South Dakota,,2021-02-20,8.26
South Dakota,,2021-02-21,8.56
South Dakota,,2021-02-22,8.7
South Dakota,,2021-02-23,8.77
South Dakota,,2021-02-24,8.98
South Dakota,,2021-02-25,9.3
South Dakota,,2021-02-26,9.82
South Dakota,,2021-02-27,10.2
South Dakota,,2021-02-28,10.62
South Dakota,,2021-03-01,10.79
South Dakota,,2021-03-02,10.8
South Dakota,,2021-03-03,11
South Dakota,,2021-03-04,11.36
South Dakota,,2021-03-05,11.9
South Dakota,,2021-03-06,12.24
South Dakota,,2021-03-07,12.62
South Dakota,,2021-03-08,12.86
South Dakota,,2021-03-09,12.87
South Dakota,,2021-03-10,13.12
South Dakota,,2021-03-11,13.53
South Dakota,,2021-03-12,14.13
South Dakota,,2021-03-13,14.73
South Dakota,,2021-03-14,15.22
South Dakota,,2021-03-15,15.62
South Dakota,,2021-03-16,15.68
South Dakota,,2021-03-17,15.96
South Dakota,,2021-03-18,16.48
South Dakota,,2021-03-19,17.22
South Dakota,,2021-03-20,17.87
South Dakota,,2021-03-21,18.47
South Dakota,,2021-03-22,18.68
South Dakota,,2021-03-23,18.7
South Dakota,,2021-03-24,19.02
South Dakota,,2021-03-25,19.51
South Dakota,,2021-03-26,20.12
South Dakota,,2021-03-27,20.98
South Dakota,,2021-03-28,21.62
South Dakota,,2021-03-29,21.93
South Dakota,,2021-03-30,22.01
South Dakota,,2021-03-31,22.39
South Dakota,,2021-04-01,22.87
South Dakota,,2021-04-02,23.45
South Dakota,,2021-04-03,24.13
South Dakota,,2021-04-04,24.79
South Dakota,,2021-04-05,24.98
South Dakota,,2021-04-06,25.01
South Dakota,,2021-04-07,25.34
South Dakota,,2021-04-08,25.96
South Dakota,,2021-04-09,26.6
South Dakota,,2021-04-10,27.49
South Dakota,,2021-04-11,28.25
South Dakota,,2021-04-12,28.49
South Dakota,,2021-04-13,28.57
South Dakota,,2021-04-14,28.93
South Dakota,,2021-04-15,29.48
South Dakota,,2021-04-16,30.06
South Dakota,,2021-04-17,30.56
South Dakota,,2021-04-18,31.14
South Dakota,,2021-04-19,31.39
South Dakota,,2021-04-20,31.46
South Dakota,,2021-04-21,31.78
South Dakota,,2021-04-22,32.39
South Dakota,,2021-04-23,33.27
South Dakota,,2021-04-24,34.01
South Dakota,,2021-04-25,34.65
South Dakota,,2021-04-26,34.93
South Dakota,,2021-04-27,35
South Dakota,,2021-04-28,35.38
South Dakota,,2021-04-29,36.04
South Dakota,,2021-04-30,36.71
South Dakota,,2021-05-01,37.81
South Dakota,,2021-05-02,37.87
South Dakota,,2021-05-03,37.89
South Dakota,,2021-05-04,38.08
South Dakota,,2021-05-05,38.29
South Dakota,,2021-05-06,38.66
South Dakota,,2021-05-07,39.04
South Dakota,,2021-05-08,39.65
South Dakota,,2021-05-09,39.7
South Dakota,,2021-05-10,39.72
South Dakota,,2021-05-11,39.95
South Dakota,,2021-05-12,40.08
South Dakota,,2021-05-13,40.31
South Dakota,,2021-05-14,40.54
South Dakota,,2021-05-15,41.01
South Dakota,,2021-05-16,41.05
South Dakota,,2021-05-17,41.06
South Dakota,,2021-05-18,41.16
South Dakota,,2021-05-19,41.25
South Dakota,,2021-05-20,41.41
South Dakota,,2021-05-21,41.52
South Dakota,,2021-05-22,41.83
South Dakota,,2021-05-23,41.85
South Dakota,,2021-05-24,41.86
South Dakota,,2021-05-25,41.93
South Dakota,,2021-05-26,42.01
South Dakota,,2021-05-27,42.11
South Dakota,,2021-05-28,42.24
South Dakota,,2021-05-29,42.36
South Dakota,,2021-05-30,42.43
South Dakota,,2021-06-01,42.44
South Dakota,,2021-06-02,42.51
South Dakota,,2021-06-03,42.62
South Dakota,,2021-06-04,42.7
South Dakota,,2021-06-05,42.74
South Dakota,,2021-06-06,42.92
South Dakota,,2021-06-07,42.99
South Dakota,,2021-06-08,43.09
South Dakota,,2021-06-09,43.11
South Dakota,,2021-06-10,43.34
South Dakota,,2021-06-11,43.46
South Dakota,,2021-06-12,43.7
South Dakota,,2021-06-13,43.86
South Dakota,,2021-06-14,43.94
South Dakota,,2021-06-15,44.07
South Dakota,,2021-06-16,44.09
South Dakota,,2021-06-17,44.29
South Dakota,,2021-06-18,44.42
South Dakota,,2021-06-19,44.45
South Dakota,,2021-06-20,44.47
South Dakota,,2021-06-21,44.48
South Dakota,,2021-06-22,44.7
South Dakota,,2021-06-23,44.75
South Dakota,,2021-06-24,44.83
South Dakota,,2021-06-25,44.93
South Dakota,,2021-06-26,45.03
South Dakota,,2021-06-27,45.05
South Dakota,,2021-06-28,45.07
South Dakota,,2021-06-29,45.3
South Dakota,,2021-06-30,45.38
South Dakota,,2021-07-01,45.48
South Dakota,,2021-07-02,45.54
South Dakota,,2021-07-03,45.62
South Dakota,,2021-07-04,45.64
South Dakota,,2021-07-06,45.65
South Dakota,,2021-07-07,45.75
South Dakota,,2021-07-08,45.83
South Dakota,,2021-07-09,45.91
South Dakota,,2021-07-10,45.97
South Dakota,,2021-07-11,45.99
South Dakota,,2021-07-12,46
South Dakota,,2021-07-13,46.07
South Dakota,,2021-07-14,46.11
South Dakota,,2021-07-15,46.16
South Dakota,,2021-07-16,46.22
South Dakota,,2021-07-17,46.27
South Dakota,,2021-07-18,46.29
South Dakota,,2021-07-19,46.3
South Dakota,,2021-07-20,46.34
South Dakota,,2021-07-21,46.36
South Dakota,,2021-07-22,46.5
South Dakota,,2021-07-23,46.55
South Dakota,,2021-07-24,46.62
South Dakota,,2021-07-25,46.63
South Dakota,,2021-07-26,46.64
South Dakota,,2021-07-27,46.73
South Dakota,,2021-07-28,46.77
Tennessee,,2021-01-12,0.26
Tennessee,,2021-01-13,0.35
Tennessee,,2021-01-15,0.55
Tennessee,,2021-01-19,0.72
Tennessee,,2021-01-20,0.76
Tennessee,,2021-01-21,0.9
Tennessee,,2021-01-22,1.12
Tennessee,,2021-01-23,1.28
Tennessee,,2021-01-24,1.41
Tennessee,,2021-01-25,1.46
Tennessee,,2021-01-26,1.49
Tennessee,,2021-01-27,1.65
Tennessee,,2021-01-28,1.8
Tennessee,,2021-01-29,2.1
Tennessee,,2021-01-30,2.28
Tennessee,,2021-01-31,2.48
Tennessee,,2021-02-01,2.61
Tennessee,,2021-02-02,2.63
Tennessee,,2021-02-03,2.82
Tennessee,,2021-02-04,2.99
Tennessee,,2021-02-05,3.16
Tennessee,,2021-02-06,3.34
Tennessee,,2021-02-07,3.58
Tennessee,,2021-02-08,3.64
Tennessee,,2021-02-09,3.67
Tennessee,,2021-02-10,3.8
Tennessee,,2021-02-11,3.92
Tennessee,,2021-02-12,4.1
Tennessee,,2021-02-13,4.22
Tennessee,,2021-02-14,4.45
Tennessee,,2021-02-16,4.59
Tennessee,,2021-02-17,4.61
Tennessee,,2021-02-18,4.67
Tennessee,,2021-02-19,4.96
Tennessee,,2021-02-20,5.05
Tennessee,,2021-02-21,5.2
Tennessee,,2021-02-22,5.22
Tennessee,,2021-02-23,5.29
Tennessee,,2021-02-24,5.57
Tennessee,,2021-02-25,5.81
Tennessee,,2021-02-26,6.09
Tennessee,,2021-02-27,6.38
Tennessee,,2021-02-28,6.71
Tennessee,,2021-03-01,6.86
Tennessee,,2021-03-02,6.89
Tennessee,,2021-03-03,7.14
Tennessee,,2021-03-04,7.35
Tennessee,,2021-03-05,7.67
Tennessee,,2021-03-06,7.88
Tennessee,,2021-03-07,8.27
Tennessee,,2021-03-08,8.39
Tennessee,,2021-03-09,8.43
Tennessee,,2021-03-10,8.67
Tennessee,,2021-03-11,8.89
Tennessee,,2021-03-12,9.13
Tennessee,,2021-03-13,9.37
Tennessee,,2021-03-14,9.66
Tennessee,,2021-03-15,9.82
Tennessee,,2021-03-16,9.88
Tennessee,,2021-03-17,10.07
Tennessee,,2021-03-18,10.29
Tennessee,,2021-03-19,10.49
Tennessee,,2021-03-20,10.73
Tennessee,,2021-03-21,11.02
Tennessee,,2021-03-22,11.25
Tennessee,,2021-03-23,11.34
Tennessee,,2021-03-24,11.62
Tennessee,,2021-03-25,11.94
Tennessee,,2021-03-26,12.26
Tennessee,,2021-03-27,12.63
Tennessee,,2021-03-28,13.14
Tennessee,,2021-03-29,13.36
Tennessee,,2021-03-30,13.44
Tennessee,,2021-03-31,13.8
Tennessee,,2021-04-01,14.24
Tennessee,,2021-04-02,14.63
Tennessee,,2021-04-03,15.15
Tennessee,,2021-04-04,15.44
Tennessee,,2021-04-05,15.58
Tennessee,,2021-04-06,15.62
Tennessee,,2021-04-07,16.04
Tennessee,,2021-04-08,16.53
Tennessee,,2021-04-09,16.97
Tennessee,,2021-04-10,17.46
Tennessee,,2021-04-11,17.98
Tennessee,,2021-04-12,18.2
Tennessee,,2021-04-13,18.27
Tennessee,,2021-04-14,18.45
Tennessee,,2021-04-15,18.95
Tennessee,,2021-04-16,19.44
Tennessee,,2021-04-17,19.9
Tennessee,,2021-04-18,20.43
Tennessee,,2021-04-19,20.58
Tennessee,,2021-04-20,20.67
Tennessee,,2021-04-21,21.09
Tennessee,,2021-04-22,21.59
Tennessee,,2021-04-23,22.07
Tennessee,,2021-04-24,22.58
Tennessee,,2021-04-25,23.06
Tennessee,,2021-04-26,23.24
Tennessee,,2021-04-27,23.32
Tennessee,,2021-04-28,23.66
Tennessee,,2021-04-29,24.08
Tennessee,,2021-04-30,24.48
Tennessee,,2021-05-01,24.89
Tennessee,,2021-05-02,25.27
Tennessee,,2021-05-03,25.41
Tennessee,,2021-05-04,25.49
Tennessee,,2021-05-05,25.83
Tennessee,,2021-05-06,26.39
Tennessee,,2021-05-07,26.96
Tennessee,,2021-05-08,27.43
Tennessee,,2021-05-09,27.8
Tennessee,,2021-05-10,27.99
Tennessee,,2021-05-11,28.13
Tennessee,,2021-05-12,28.36
Tennessee,,2021-05-13,28.6
Tennessee,,2021-05-14,28.85
Tennessee,,2021-05-15,29.25
Tennessee,,2021-05-16,29.75
Tennessee,,2021-05-17,29.94
Tennessee,,2021-05-18,30
Tennessee,,2021-05-19,30.17
Tennessee,,2021-05-20,30.35
Tennessee,,2021-05-21,30.54
Tennessee,,2021-05-22,30.74
Tennessee,,2021-05-23,30.93
Tennessee,,2021-05-24,31.01
Tennessee,,2021-05-25,31.06
Tennessee,,2021-05-26,31.19
Tennessee,,2021-05-27,31.32
Tennessee,,2021-05-28,31.44
Tennessee,,2021-05-29,31.58
Tennessee,,2021-05-30,31.72
Tennessee,,2021-06-01,31.82
Tennessee,,2021-06-02,31.85
Tennessee,,2021-06-03,31.95
Tennessee,,2021-06-04,32.06
Tennessee,,2021-06-05,32.2
Tennessee,,2021-06-06,32.21
Tennessee,,2021-06-07,32.32
Tennessee,,2021-06-08,32.41
Tennessee,,2021-06-09,32.53
Tennessee,,2021-06-10,32.69
Tennessee,,2021-06-11,32.7
Tennessee,,2021-06-12,32.86
Tennessee,,2021-06-13,33.02
Tennessee,,2021-06-14,33.58
Tennessee,,2021-06-15,33.76
Tennessee,,2021-06-16,33.92
Tennessee,,2021-06-17,34.1
Tennessee,,2021-06-18,34.21
Tennessee,,2021-06-19,34.34
Tennessee,,2021-06-20,34.45
Tennessee,,2021-06-21,34.53
Tennessee,,2021-06-22,34.57
Tennessee,,2021-06-23,34.64
Tennessee,,2021-06-24,34.72
Tennessee,,2021-06-25,34.8
Tennessee,,2021-06-26,34.9
Tennessee,,2021-06-27,35.07
Tennessee,,2021-06-28,35.27
Tennessee,,2021-06-29,35.3
Tennessee,,2021-06-30,35.37
Tennessee,,2021-07-01,35.45
Tennessee,,2021-07-02,35.54
Tennessee,,2021-07-03,37.52
Tennessee,,2021-07-04,37.6
Tennessee,,2021-07-06,37.67
Tennessee,,2021-07-07,37.7
Tennessee,,2021-07-08,37.77
Tennessee,,2021-07-09,37.84
Tennessee,,2021-07-10,37.92
Tennessee,,2021-07-11,38.01
Tennessee,,2021-07-12,38.06
Tennessee,,2021-07-13,38.09
Tennessee,,2021-07-14,38.16
Tennessee,,2021-07-15,38.22
Tennessee,,2021-07-16,38.29
Tennessee,,2021-07-17,38.35
Tennessee,,2021-07-18,38.42
Tennessee,,2021-07-19,38.46
Tennessee,,2021-07-20,38.49
Tennessee,,2021-07-21,38.54
Tennessee,,2021-07-22,38.62
Tennessee,,2021-07-23,38.68
Tennessee,,2021-07-24,38.74
Tennessee,,2021-07-25,38.8
Tennessee,,2021-07-26,38.85
Tennessee,,2021-07-27,38.87
Tennessee,,2021-07-28,38.91
Texas,,2021-01-12,0.35
Texas,,2021-01-13,0.4
Texas,,2021-01-15,0.54
Texas,,2021-01-19,0.62
Texas,,2021-01-20,0.65
Texas,,2021-01-21,0.71
Texas,,2021-01-22,0.8
Texas,,2021-01-23,0.87
Texas,,2021-01-24,0.89
Texas,,2021-01-25,0.93
Texas,,2021-01-26,1.04
Texas,,2021-01-27,1.12
Texas,,2021-01-28,1.29
Texas,,2021-01-29,1.43
Texas,,2021-01-30,1.56
Texas,,2021-01-31,1.65
Texas,,2021-02-01,1.73
Texas,,2021-02-02,1.73
Texas,,2021-02-03,1.95
Texas,,2021-02-04,2.15
Texas,,2021-02-05,2.31
Texas,,2021-02-06,2.53
Texas,,2021-02-07,2.69
Texas,,2021-02-08,2.78
Texas,,2021-02-09,2.91
Texas,,2021-02-10,3.08
Texas,,2021-02-11,3.31
Texas,,2021-02-12,3.57
Texas,,2021-02-13,3.81
Texas,,2021-02-14,4
Texas,,2021-02-16,4.19
Texas,,2021-02-17,4.31
Texas,,2021-02-18,4.34
Texas,,2021-02-19,4.59
Texas,,2021-02-20,4.72
Texas,,2021-02-21,4.83
Texas,,2021-02-22,4.95
Texas,,2021-02-23,5.15
Texas,,2021-02-24,5.39
Texas,,2021-02-25,5.51
Texas,,2021-02-26,5.8
Texas,,2021-02-27,5.96
Texas,,2021-02-28,6.22
Texas,,2021-03-01,6.22
Texas,,2021-03-02,6.84
Texas,,2021-03-03,7.24
Texas,,2021-03-04,7.5
Texas,,2021-03-05,7.71
Texas,,2021-03-06,7.99
Texas,,2021-03-07,8.11
Texas,,2021-03-08,8.25
Texas,,2021-03-09,8.49
Texas,,2021-03-10,8.76
Texas,,2021-03-11,8.96
Texas,,2021-03-12,9.28
Texas,,2021-03-13,9.58
Texas,,2021-03-14,9.75
Texas,,2021-03-15,9.89
Texas,,2021-03-16,9.99
Texas,,2021-03-17,10.14
Texas,,2021-03-18,10.3
Texas,,2021-03-19,10.46
Texas,,2021-03-20,10.64
Texas,,2021-03-21,10.84
Texas,,2021-03-22,11.01
Texas,,2021-03-23,11.14
Texas,,2021-03-24,11.16
Texas,,2021-03-25,11.52
Texas,,2021-03-26,11.88
Texas,,2021-03-27,12.34
Texas,,2021-03-28,12.71
Texas,,2021-03-29,12.95
Texas,,2021-03-30,13.32
Texas,,2021-03-31,13.7
Texas,,2021-04-01,14.32
Texas,,2021-04-02,14.97
Texas,,2021-04-03,15.36
Texas,,2021-04-04,15.74
Texas,,2021-04-05,16.11
Texas,,2021-04-06,16.54
Texas,,2021-04-07,16.94
Texas,,2021-04-08,17.48
Texas,,2021-04-09,18.16
Texas,,2021-04-10,18.98
Texas,,2021-04-11,19.49
Texas,,2021-04-12,19.86
Texas,,2021-04-13,20.24
Texas,,2021-04-14,20.69
Texas,,2021-04-15,21.24
Texas,,2021-04-16,21.72
Texas,,2021-04-17,22.1
Texas,,2021-04-18,22.27
Texas,,2021-04-19,22.63
Texas,,2021-04-20,22.87
Texas,,2021-04-21,23.23
Texas,,2021-04-22,23.74
Texas,,2021-04-23,24.22
Texas,,2021-04-24,24.68
Texas,,2021-04-25,25.06
Texas,,2021-04-26,25.29
Texas,,2021-04-27,25.54
Texas,,2021-04-28,25.91
Texas,,2021-04-29,26.4
Texas,,2021-04-30,26.99
Texas,,2021-05-01,27.46
Texas,,2021-05-02,27.72
Texas,,2021-05-03,27.87
Texas,,2021-05-04,28.04
Texas,,2021-05-05,28.44
Texas,,2021-05-06,28.85
Texas,,2021-05-07,29.34
Texas,,2021-05-08,29.76
Texas,,2021-05-09,30.15
Texas,,2021-05-10,30.37
Texas,,2021-05-11,30.61
Texas,,2021-05-12,30.91
Texas,,2021-05-13,31.24
Texas,,2021-05-14,31.58
Texas,,2021-05-15,31.95
Texas,,2021-05-16,32.34
Texas,,2021-05-17,32.61
Texas,,2021-05-18,32.78
Texas,,2021-05-19,33.06
Texas,,2021-05-20,33.3
Texas,,2021-05-21,33.64
Texas,,2021-05-22,33.84
Texas,,2021-05-23,34.07
Texas,,2021-05-24,34.2
Texas,,2021-05-25,34.37
Texas,,2021-05-26,34.6
Texas,,2021-05-27,34.79
Texas,,2021-05-28,35.03
Texas,,2021-05-29,35.26
Texas,,2021-05-30,35.43
Texas,,2021-06-01,35.61
Texas,,2021-06-02,35.71
Texas,,2021-06-03,35.85
Texas,,2021-06-04,36.07
Texas,,2021-06-05,36.24
Texas,,2021-06-06,36.5
Texas,,2021-06-07,36.64
Texas,,2021-06-08,36.77
Texas,,2021-06-09,36.97
Texas,,2021-06-10,37.2
Texas,,2021-06-11,37.44
Texas,,2021-06-12,37.79
Texas,,2021-06-13,37.95
Texas,,2021-06-14,38.08
Texas,,2021-06-15,38.32
Texas,,2021-06-16,38.72
Texas,,2021-06-17,39.08
Texas,,2021-06-18,39.3
Texas,,2021-06-19,39.45
Texas,,2021-06-20,39.66
Texas,,2021-06-21,39.76
Texas,,2021-06-22,39.86
Texas,,2021-06-23,39.96
Texas,,2021-06-24,40.1
Texas,,2021-06-25,40.25
Texas,,2021-06-26,40.49
Texas,,2021-06-27,40.77
Texas,,2021-06-28,40.91
Texas,,2021-06-29,41
Texas,,2021-06-30,41.15
Texas,,2021-07-01,41.3
Texas,,2021-07-02,41.41
Texas,,2021-07-03,41.52
Texas,,2021-07-04,41.61
Texas,,2021-07-06,41.7
Texas,,2021-07-07,41.76
Texas,,2021-07-08,41.88
Texas,,2021-07-09,41.96
Texas,,2021-07-10,42.09
Texas,,2021-07-11,42.18
Texas,,2021-07-12,42.24
Texas,,2021-07-13,42.33
Texas,,2021-07-14,42.46
Texas,,2021-07-15,42.56
Texas,,2021-07-16,42.64
Texas,,2021-07-17,42.73
Texas,,2021-07-18,42.81
Texas,,2021-07-19,42.86
Texas,,2021-07-20,42.96
Texas,,2021-07-21,43.06
Texas,,2021-07-22,43.12
Texas,,2021-07-23,43.2
Texas,,2021-07-24,43.2
Texas,,2021-07-25,43.37
Texas,,2021-07-26,43.43
Texas,,2021-07-27,43.49
Texas,,2021-07-28,43.56
United States,USA,2021-01-12,0.24
United States,USA,2021-01-13,0.31
United States,USA,2021-01-15,0.49
United States,USA,2021-01-19,0.61
United States,USA,2021-01-20,0.65
United States,USA,2021-01-21,0.72
United States,USA,2021-01-22,0.83
United States,USA,2021-01-23,0.91
United States,USA,2021-01-24,0.97
United States,USA,2021-01-25,1.01
United States,USA,2021-01-26,1.05
United States,USA,2021-01-27,1.14
United States,USA,2021-01-28,1.28
United States,USA,2021-01-29,1.44
United States,USA,2021-01-30,1.58
United States,USA,2021-01-31,1.7
United States,USA,2021-02-01,1.79
United States,USA,2021-02-02,1.83
United States,USA,2021-02-03,1.94
United States,USA,2021-02-04,2.09
United States,USA,2021-02-05,2.26
United States,USA,2021-02-06,2.51
United States,USA,2021-02-07,2.76
United States,USA,2021-02-08,2.87
United States,USA,2021-02-09,2.96
United States,USA,2021-02-10,3.15
United States,USA,2021-02-11,3.37
United States,USA,2021-02-12,3.64
United States,USA,2021-02-13,3.94
United States,USA,2021-02-14,4.24
United States,USA,2021-02-16,4.52
United States,USA,2021-02-17,4.66
United States,USA,2021-02-18,4.87
United States,USA,2021-02-19,5.13
United States,USA,2021-02-20,5.39
United States,USA,2021-02-21,5.68
United States,USA,2021-02-22,5.86
United States,USA,2021-02-23,5.99
United States,USA,2021-02-24,6.21
United States,USA,2021-02-25,6.49
United States,USA,2021-02-26,6.81
United States,USA,2021-02-27,7.14
United States,USA,2021-02-28,7.46
United States,USA,2021-03-01,7.67
United States,USA,2021-03-02,7.88
United States,USA,2021-03-03,8.12
United States,USA,2021-03-04,8.37
United States,USA,2021-03-05,8.65
United States,USA,2021-03-06,8.97
United States,USA,2021-03-07,9.24
United States,USA,2021-03-08,9.49
United States,USA,2021-03-09,9.67
United States,USA,2021-03-10,9.91
United States,USA,2021-03-11,10.2
United States,USA,2021-03-12,10.54
United States,USA,2021-03-13,11.12
United States,USA,2021-03-14,11.28
United States,USA,2021-03-15,11.55
United States,USA,2021-03-16,11.76
United States,USA,2021-03-17,12.05
United States,USA,2021-03-18,12.34
United States,USA,2021-03-19,12.63
United States,USA,2021-03-20,12.96
United States,USA,2021-03-21,13.3
United States,USA,2021-03-22,13.53
United States,USA,2021-03-23,13.72
United States,USA,2021-03-24,13.97
United States,USA,2021-03-25,14.28
United States,USA,2021-03-26,14.67
United States,USA,2021-03-27,15.1
United States,USA,2021-03-28,15.54
United States,USA,2021-03-29,15.85
United States,USA,2021-03-30,16.09
United States,USA,2021-03-31,16.45
United States,USA,2021-04-01,16.89
United States,USA,2021-04-02,17.47
United States,USA,2021-04-03,18.03
United States,USA,2021-04-04,18.5
United States,USA,2021-04-05,18.79
United States,USA,2021-04-06,18.98
United States,USA,2021-04-07,19.4
United States,USA,2021-04-08,19.94
United States,USA,2021-04-09,20.54
United States,USA,2021-04-10,21.29
United States,USA,2021-04-11,21.88
United States,USA,2021-04-12,22.31
United States,USA,2021-04-13,22.69
United States,USA,2021-04-14,23.1
United States,USA,2021-04-15,23.64
United States,USA,2021-04-16,24.28
United States,USA,2021-04-17,24.84
United States,USA,2021-04-18,25.38
United States,USA,2021-04-19,25.71
United States,USA,2021-04-20,25.97
United States,USA,2021-04-21,26.38
United States,USA,2021-04-22,26.88
United States,USA,2021-04-23,27.46
United States,USA,2021-04-24,28.04
United States,USA,2021-04-25,28.55
United States,USA,2021-04-26,28.88
United States,USA,2021-04-27,29.14
United States,USA,2021-04-28,29.53
United States,USA,2021-04-29,30.02
United States,USA,2021-04-30,30.54
United States,USA,2021-05-01,31.15
United States,USA,2021-05-02,31.56
United States,USA,2021-05-03,31.78
United States,USA,2021-05-04,31.98
United States,USA,2021-05-05,32.33
United States,USA,2021-05-06,32.81
United States,USA,2021-05-07,33.4
United States,USA,2021-05-08,33.92
United States,USA,2021-05-09,34.42
United States,USA,2021-05-10,34.8
United States,USA,2021-05-11,35.11
United States,USA,2021-05-12,35.44
United States,USA,2021-05-13,35.84
United States,USA,2021-05-14,36.22
United States,USA,2021-05-15,36.68
United States,USA,2021-05-16,37.05
United States,USA,2021-05-17,37.3
United States,USA,2021-05-18,37.49
United States,USA,2021-05-19,37.79
United States,USA,2021-05-20,38.13
United States,USA,2021-05-21,38.49
United States,USA,2021-05-22,38.86
United States,USA,2021-05-23,39.16
United States,USA,2021-05-24,39.34
United States,USA,2021-05-25,39.48
United States,USA,2021-05-26,39.71
United States,USA,2021-05-27,39.99
United States,USA,2021-05-28,40.22
United States,USA,2021-05-29,40.49
United States,USA,2021-05-30,40.69
United States,USA,2021-06-01,40.92
United States,USA,2021-06-02,41.01
United States,USA,2021-06-03,41.16
United States,USA,2021-06-04,41.4
United States,USA,2021-06-05,41.6
United States,USA,2021-06-06,41.86
United States,USA,2021-06-07,42.09
United States,USA,2021-06-08,42.3
United States,USA,2021-06-09,42.46
United States,USA,2021-06-10,42.65
United States,USA,2021-06-11,42.8
United States,USA,2021-06-12,43.11
